	Mass	       Radius	   Mag Field	 Alpha_BL	Mdot		Epsilon		GammaPhi	Delta	   Deltanu/1000	      Nu1	   DNu/Nu1	  Delta*R_in	R_in/R_ISCO    R_in/R_*
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.41304E-02    7.18821E-02    2.70644E-01    1.67199E-01    2.55424E-01    7.73529E-01    3.30206E-01    3.68012E-01    4.94987E+00    2.00095E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.41304E-02    7.24386E-02    2.55682E-01    1.68494E-01    2.79418E-01    7.66667E-01    3.64458E-01    3.70861E-01    4.94987E+00    2.00095E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.41304E-02    7.11739E-02    2.75539E-01    1.65552E-01    2.47575E-01    7.79412E-01    3.17643E-01    3.64387E-01    4.94987E+00    2.00095E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.41304E-02    8.59013E-02    2.47533E-01    1.99808E-01    2.92487E-01    6.55882E-01    4.45945E-01    4.39786E-01    4.94987E+00    2.00095E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.41304E-02    8.65733E-02    2.49314E-01    2.01371E-01    2.89631E-01    6.51961E-01    4.44246E-01    4.43227E-01    4.94987E+00    2.00095E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.44465E-02    7.08078E-02    2.71763E-01    1.64700E-01    2.53994E-01    7.84314E-01    3.23842E-01    3.62165E-01    4.94513E+00    1.99903E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.44465E-02    7.36686E-02    2.50150E-01    1.71355E-01    2.88705E-01    7.54902E-01    3.82440E-01    3.76798E-01    4.94513E+00    1.99903E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.44465E-02    8.69574E-02    2.36908E-01    2.02265E-01    3.09971E-01    6.43137E-01    4.81967E-01    4.44767E-01    4.94513E+00    1.99903E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.47631E-02    7.07262E-02    2.70360E-01    1.64511E-01    2.56615E-01    7.86275E-01    3.26368E-01    3.61402E-01    4.94041E+00    1.99712E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.47631E-02    7.16693E-02    2.63859E-01    1.66704E-01    2.67071E-01    7.77451E-01    3.43521E-01    3.66221E-01    4.94041E+00    1.99712E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.50792E-02    8.72463E-02    2.47225E-01    2.02937E-01    2.94242E-01    6.49020E-01    4.53364E-01    4.45394E-01    4.93571E+00    1.99522E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.50792E-02    8.57001E-02    2.44953E-01    1.99340E-01    2.97901E-01    6.58824E-01    4.52171E-01    4.37501E-01    4.93571E+00    1.99522E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.50792E-02    7.12810E-02    2.68557E-01    1.65801E-01    2.59885E-01    7.82353E-01    3.32184E-01    3.63891E-01    4.93571E+00    1.99522E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.50792E-02    8.62504E-02    2.43214E-01    2.00620E-01    3.00702E-01    6.53922E-01    4.59844E-01    4.40310E-01    4.93571E+00    1.99522E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.53958E-02    8.49225E-02    2.40358E-01    1.97531E-01    3.05737E-01    6.62745E-01    4.61319E-01    4.33119E-01    4.93102E+00    1.99333E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.57124E-02    8.65973E-02    2.37843E-01    2.01427E-01    3.10234E-01    6.50000E-01    4.77283E-01    4.41243E-01    4.92635E+00    1.99144E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.57124E-02    8.82479E-02    2.47708E-01    2.05266E-01    2.94300E-01    6.44118E-01    4.56904E-01    4.49653E-01    4.92635E+00    1.99144E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.57124E-02    7.17075E-02    2.63512E-01    1.66793E-01    2.68775E-01    7.80392E-01    3.44410E-01    3.65374E-01    4.92635E+00    1.99144E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.60285E-02    8.63002E-02    2.42394E-01    2.00736E-01    3.03312E-01    6.55882E-01    4.62449E-01    4.39315E-01    4.92172E+00    1.98957E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.63451E-02    7.18757E-02    2.69161E-01    1.67184E-01    2.60385E-01    7.81373E-01    3.33240E-01    3.65543E-01    4.91709E+00    1.98770E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.63451E-02    8.68526E-02    2.52367E-01    2.02021E-01    2.87586E-01    6.57843E-01    4.37165E-01    4.41712E-01    4.91709E+00    1.98770E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.63451E-02    8.56939E-02    2.49110E-01    1.99326E-01    2.92862E-01    6.64706E-01    4.40589E-01    4.35819E-01    4.91709E+00    1.98770E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.66612E-02    8.80077E-02    2.55801E-01    2.04708E-01    2.82421E-01    6.51961E-01    4.33187E-01    4.47168E-01    4.91249E+00    1.98584E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.66612E-02    8.52054E-02    2.47934E-01    1.98190E-01    2.95181E-01    6.68627E-01    4.41473E-01    4.32929E-01    4.91249E+00    1.98584E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.66612E-02    8.90049E-02    2.50955E-01    2.07027E-01    2.90281E-01    6.43137E-01    4.51352E-01    4.52234E-01    4.91249E+00    1.98584E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.69778E-02    8.62600E-02    2.45692E-01    2.00642E-01    2.99237E-01    6.60784E-01    4.52851E-01    4.37878E-01    4.90790E+00    1.98398E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.69778E-02    8.45507E-02    2.44415E-01    1.96667E-01    3.01311E-01    6.72549E-01    4.48013E-01    4.29201E-01    4.90790E+00    1.98398E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.69778E-02    8.83889E-02    2.48289E-01    2.05594E-01    2.95018E-01    6.47059E-01    4.55937E-01    4.48685E-01    4.90790E+00    1.98398E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.72945E-02    8.49600E-02    2.39653E-01    1.97619E-01    3.09477E-01    6.67647E-01    4.63534E-01    4.30877E-01    4.90333E+00    1.98214E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.72945E-02    8.41919E-02    2.43236E-01    1.95832E-01    3.03650E-01    6.75490E-01    4.49526E-01    4.26982E-01    4.90333E+00    1.98214E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.72945E-02    8.74089E-02    2.50533E-01    2.03315E-01    2.91780E-01    6.55882E-01    4.44867E-01    4.43298E-01    4.90333E+00    1.98214E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.76105E-02    8.97993E-02    2.50525E-01    2.08875E-01    2.92199E-01    6.40196E-01    4.56421E-01    4.54998E-01    4.89879E+00    1.98030E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.76105E-02    7.24766E-02    2.77849E-01    1.68582E-01    2.47694E-01    7.79412E-01    3.17796E-01    3.67227E-01    4.89879E+00    1.98030E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.76105E-02    8.59810E-02    2.45811E-01    1.99994E-01    2.99878E-01    6.64706E-01    4.51144E-01    4.35652E-01    4.89879E+00    1.98030E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.79272E-02    8.56634E-02    2.51345E-01    1.99255E-01    2.91268E-01    6.70588E-01    4.34347E-01    4.33641E-01    4.89426E+00    1.97847E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.79272E-02    8.86375E-02    2.41188E-01    2.06173E-01    3.07834E-01    6.44118E-01    4.77916E-01    4.48696E-01    4.89426E+00    1.97847E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.79272E-02    8.39537E-02    2.43696E-01    1.95278E-01    3.03744E-01    6.79412E-01    4.47069E-01    4.24986E-01    4.89426E+00    1.97847E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.82433E-02    8.31123E-02    2.44688E-01    1.93321E-01    3.02544E-01    6.87255E-01    4.40221E-01    4.20340E-01    4.88976E+00    1.97665E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.82433E-02    8.73584E-02    2.54961E-01    2.03197E-01    2.85764E-01    6.60784E-01    4.32462E-01    4.41814E-01    4.88976E+00    1.97665E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.82433E-02    8.47492E-02    2.43853E-01    1.97128E-01    3.03908E-01    6.74510E-01    4.50561E-01    4.28619E-01    4.88976E+00    1.97665E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.82433E-02    8.76195E-02    2.40865E-01    2.03805E-01    3.08787E-01    6.51961E-01    4.73628E-01    4.43135E-01    4.88976E+00    1.97665E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.82433E-02    8.88640E-02    2.49717E-01    2.06699E-01    2.94330E-01    6.48039E-01    4.54186E-01    4.49429E-01    4.88976E+00    1.97665E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.85599E-02    8.46368E-02    2.46013E-01    1.96867E-01    3.00794E-01    6.77451E-01    4.44008E-01    4.27657E-01    4.88526E+00    1.97483E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.85599E-02    8.51644E-02    2.39283E-01    1.98094E-01    3.11801E-01    6.69608E-01    4.65647E-01    4.30322E-01    4.88526E+00    1.97483E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.85599E-02    8.71284E-02    2.40107E-01    2.02662E-01    3.10453E-01    6.55882E-01    4.73337E-01    4.40246E-01    4.88526E+00    1.97483E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.85599E-02    8.28118E-02    2.34942E-01    1.92622E-01    3.18901E-01    6.84314E-01    4.66016E-01    4.18435E-01    4.88526E+00    1.97483E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.88765E-02    8.70493E-02    2.46015E-01    2.02478E-01    3.01205E-01    6.60784E-01    4.55830E-01    4.39444E-01    4.88079E+00    1.97302E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.91926E-02    8.64076E-02    2.41473E-01    2.00986E-01    3.09066E-01    6.63725E-01    4.65654E-01    4.35807E-01    4.87634E+00    1.97122E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.91926E-02    8.91016E-02    2.42282E-01    2.07252E-01    3.07739E-01    6.45098E-01    4.77042E-01    4.49394E-01    4.87634E+00    1.97122E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.91926E-02    8.34287E-02    2.34794E-01    1.94057E-01    3.20020E-01    6.81373E-01    4.69669E-01    4.20782E-01    4.87634E+00    1.97122E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.95092E-02    8.33709E-02    2.41555E-01    1.93922E-01    3.09353E-01    6.87255E-01    4.50128E-01    4.20108E-01    4.87190E+00    1.96943E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.95092E-02    8.63386E-02    2.45873E-01    2.00825E-01    3.02262E-01    6.67647E-01    4.52727E-01    4.35063E-01    4.87190E+00    1.96943E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.95092E-02    8.60142E-02    2.46985E-01    2.00071E-01    3.00435E-01    6.70588E-01    4.48017E-01    4.33428E-01    4.87190E+00    1.96943E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.98253E-02    8.52200E-02    2.40318E-01    1.98224E-01    3.11808E-01    6.73529E-01    4.62947E-01    4.29037E-01    4.86749E+00    1.96765E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    9.98253E-02    8.50115E-02    2.46118E-01    1.97739E-01    3.02270E-01    6.78431E-01    4.45543E-01    4.27987E-01    4.86749E+00    1.96765E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.00142E-01    8.34286E-02    2.36378E-01    1.94057E-01    3.18720E-01    6.85294E-01    4.65085E-01    4.19638E-01    4.86309E+00    1.96587E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.00142E-01    8.22098E-02    2.31654E-01    1.91222E-01    3.26499E-01    6.91176E-01    4.72382E-01    4.13508E-01    4.86309E+00    1.96587E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.00142E-01    8.41354E-02    2.38492E-01    1.95701E-01    3.15239E-01    6.81373E-01    4.62653E-01    4.23194E-01    4.86309E+00    1.96587E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.00775E-01    8.52502E-02    2.46115E-01    1.98294E-01    3.03503E-01    6.79412E-01    4.46714E-01    4.28030E-01    4.85435E+00    1.96233E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.00775E-01    8.42441E-02    2.46717E-01    1.95953E-01    3.02509E-01    6.87255E-01    4.40170E-01    4.22978E-01    4.85435E+00    1.96233E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.01091E-01    8.35388E-02    2.45952E-01    1.94313E-01    3.04182E-01    6.93137E-01    4.38848E-01    4.19061E-01    4.85000E+00    1.96057E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.01407E-01    8.38086E-02    2.39556E-01    1.94941E-01    3.15178E-01    6.88235E-01    4.57951E-01    4.20040E-01    4.84567E+00    1.95883E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.02041E-01    8.21332E-02    2.31272E-01    1.91044E-01    3.29772E-01    6.97059E-01    4.73091E-01    4.10912E-01    4.83706E+00    1.95535E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.02673E-01    8.12717E-02    2.33968E-01    1.89040E-01    3.26160E-01    7.07843E-01    4.60780E-01    4.05884E-01    4.82853E+00    1.95189E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.02673E-01    8.21146E-02    2.31229E-01    1.91000E-01    3.30719E-01    6.99020E-01    4.73118E-01    4.10094E-01    4.82853E+00    1.95189E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.02673E-01    8.25991E-02    2.43904E-01    1.92127E-01    3.09621E-01    7.03922E-01    4.39851E-01    4.12513E-01    4.82853E+00    1.95189E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.03623E-01    8.22252E-02    2.39371E-01    1.91257E-01    3.18421E-01    7.06863E-01    4.50471E-01    4.09568E-01    4.81585E+00    1.94677E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.03623E-01    9.12609E-02    2.58929E-01    2.12275E-01    2.85738E-01    6.50000E-01    4.39597E-01    4.54575E-01    4.81585E+00    1.94677E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.03939E-01    9.09389E-02    2.58579E-01    2.11526E-01    2.86696E-01    6.52941E-01    4.39084E-01    4.52577E-01    4.81166E+00    1.94508E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.03939E-01    9.13479E-02    2.48741E-01    2.12477E-01    3.03158E-01    6.46078E-01    4.69228E-01    4.54612E-01    4.81166E+00    1.94508E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.03939E-01    8.27594E-02    2.39896E-01    1.92500E-01    3.17958E-01    7.03922E-01    4.51695E-01    4.11870E-01    4.81166E+00    1.94508E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.04255E-01    9.02774E-02    2.49934E-01    2.09987E-01    3.01555E-01    6.54902E-01    4.60458E-01    4.48894E-01    4.80748E+00    1.94339E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.04255E-01    8.21823E-02    2.31058E-01    1.91158E-01    3.33180E-01    7.02941E-01    4.73980E-01    4.08642E-01    4.80748E+00    1.94339E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.04571E-01    8.99659E-02    2.45941E-01    2.09263E-01    3.08644E-01    6.55882E-01    4.70579E-01    4.46959E-01    4.80332E+00    1.94171E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.05205E-01    7.84036E-02    2.59138E-01    1.82368E-01    2.87248E-01    7.51961E-01    3.81999E-01    3.88845E-01    4.79504E+00    1.93836E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.05205E-01    8.00322E-02    2.44495E-01    1.86157E-01    3.11877E-01    7.32353E-01    4.25856E-01    3.96922E-01    4.79504E+00    1.93836E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.05205E-01    7.70681E-02    2.67574E-01    1.79262E-01    2.73058E-01    7.64706E-01    3.57076E-01    3.82222E-01    4.79504E+00    1.93836E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.05521E-01    7.75059E-02    2.60046E-01    1.80280E-01    2.86088E-01    7.60784E-01    3.76044E-01    3.84064E-01    4.79093E+00    1.93670E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.05521E-01    9.08812E-02    2.56496E-01    2.11391E-01    2.92066E-01    6.56863E-01    4.44638E-01    4.50342E-01    4.79093E+00    1.93670E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.05521E-01    9.04526E-02    2.59307E-01    2.10395E-01    2.87333E-01    6.60784E-01    4.34836E-01    4.48218E-01    4.79093E+00    1.93670E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.05837E-01    7.90340E-02    2.42122E-01    1.83835E-01    3.16680E-01    7.41176E-01    4.27267E-01    3.91301E-01    4.78684E+00    1.93504E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.05837E-01    8.04907E-02    2.50156E-01    1.87223E-01    3.03132E-01    7.33333E-01    4.13362E-01    3.98513E-01    4.78684E+00    1.93504E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.06154E-01    7.79753E-02    2.56815E-01    1.81372E-01    2.92277E-01    7.57843E-01    3.85670E-01    3.85730E-01    4.78275E+00    1.93339E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.06154E-01    8.04447E-02    2.54096E-01    1.87116E-01    2.96868E-01    7.36275E-01    4.03203E-01    3.97945E-01    4.78275E+00    1.93339E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.06154E-01    7.86116E-02    2.62811E-01    1.82852E-01    2.82154E-01    7.53922E-01    3.74248E-01    3.88877E-01    4.78275E+00    1.93339E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.06470E-01    9.09964E-02    2.54548E-01    2.11659E-01    2.96483E-01    6.57843E-01    4.50690E-01    4.49760E-01    4.77869E+00    1.93175E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.06470E-01    7.68505E-02    2.72237E-01    1.78756E-01    2.66577E-01    7.70588E-01    3.45940E-01    3.79843E-01    4.77869E+00    1.93175E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.06470E-01    7.90082E-02    2.60122E-01    1.83775E-01    2.87059E-01    7.50980E-01    3.82246E-01    3.90507E-01    4.77869E+00    1.93175E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.06470E-01    7.92618E-02    2.57139E-01    1.84365E-01    2.92103E-01    7.48039E-01    3.90492E-01    3.91761E-01    4.77869E+00    1.93175E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.06787E-01    8.50580E-02    2.39723E-01    1.97847E-01    3.21956E-01    6.94118E-01    4.63835E-01    4.20052E-01    4.77464E+00    1.93011E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.06787E-01    7.75965E-02    2.64226E-01    1.80491E-01    2.80478E-01    7.64706E-01    3.66779E-01    3.83205E-01    4.77464E+00    1.93011E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07103E-01    7.79533E-02    2.59858E-01    1.81321E-01    2.88236E-01    7.61765E-01    3.78379E-01    3.84642E-01    4.77061E+00    1.92848E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07103E-01    8.46880E-02    2.37151E-01    1.96986E-01    3.26722E-01    6.96078E-01    4.69376E-01    4.17872E-01    4.77061E+00    1.92848E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07103E-01    8.06163E-02    2.58790E-01    1.87515E-01    2.90046E-01    7.39216E-01    3.92370E-01    3.97782E-01    4.77061E+00    1.92848E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07103E-01    9.02937E-02    2.50671E-01    2.10025E-01    3.03808E-01    6.62745E-01    4.58409E-01    4.45532E-01    4.77061E+00    1.92848E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07103E-01    8.03155E-02    2.45643E-01    1.86815E-01    3.12330E-01    7.36275E-01    4.24203E-01    3.96297E-01    4.77061E+00    1.92848E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07103E-01    7.73054E-02    2.72497E-01    1.79814E-01    2.66815E-01    7.68627E-01    3.47132E-01    3.81445E-01    4.77061E+00    1.92848E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07419E-01    8.57262E-02    2.45166E-01    1.99401E-01    3.13535E-01    6.94118E-01    4.51703E-01    4.22639E-01    4.76659E+00    1.92686E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07419E-01    7.92649E-02    2.54551E-01    1.84372E-01    2.97607E-01    7.50000E-01    3.96809E-01    3.90783E-01    4.76659E+00    1.92686E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07419E-01    8.01775E-02    2.56716E-01    1.86495E-01    2.93934E-01    7.43137E-01    3.95531E-01    3.95283E-01    4.76659E+00    1.92686E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07419E-01    8.41131E-02    2.35210E-01    1.95649E-01    3.30430E-01    7.00000E-01    4.72043E-01    4.14686E-01    4.76659E+00    1.92686E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07419E-01    7.67475E-02    2.79533E-01    1.78516E-01    2.55212E-01    7.73529E-01    3.29932E-01    3.78373E-01    4.76659E+00    1.92686E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07419E-01    7.91606E-02    2.69553E-01    1.84129E-01    2.72149E-01    7.53922E-01    3.60978E-01    3.90269E-01    4.76659E+00    1.92686E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07736E-01    9.02299E-02    2.54812E-01    2.09877E-01    2.97540E-01    6.66667E-01    4.46310E-01    4.44468E-01    4.76258E+00    1.92524E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07736E-01    7.87794E-02    2.66543E-01    1.83242E-01    2.77607E-01    7.57843E-01    3.66312E-01    3.88064E-01    4.76258E+00    1.92524E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.07736E-01    8.00187E-02    2.59039E-01    1.86125E-01    2.90358E-01    7.46078E-01    3.89179E-01    3.94168E-01    4.76258E+00    1.92524E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08052E-01    9.02867E-02    2.59080E-01    2.10009E-01    2.90652E-01    6.68627E-01    4.34700E-01    4.44376E-01    4.75859E+00    1.92363E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08052E-01    8.76057E-02    2.54459E-01    2.03773E-01    2.98514E-01    6.86275E-01    4.34977E-01    4.31180E-01    4.75859E+00    1.92363E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08369E-01    7.78721E-02    2.72721E-01    1.81132E-01    2.67781E-01    7.67647E-01    3.48834E-01    3.82953E-01    4.75462E+00    1.92202E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08369E-01    7.71881E-02    2.69326E-01    1.79541E-01    2.73563E-01    7.73529E-01    3.53656E-01    3.79590E-01    4.75462E+00    1.92202E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08369E-01    8.06979E-02    2.62298E-01    1.87705E-01    2.85535E-01    7.43137E-01    3.84229E-01    3.96850E-01    4.75462E+00    1.92202E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08369E-01    7.89476E-02    2.63140E-01    1.83634E-01    2.84101E-01    7.57843E-01    3.74881E-01    3.88242E-01    4.75462E+00    1.92202E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08369E-01    7.75216E-02    2.73732E-01    1.80317E-01    2.66058E-01    7.70588E-01    3.45266E-01    3.81229E-01    4.75462E+00    1.92202E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08369E-01    8.54970E-02    2.42733E-01    1.98868E-01    3.18864E-01    6.97059E-01    4.57442E-01    4.20450E-01    4.75462E+00    1.92202E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08369E-01    7.93451E-02    2.54016E-01    1.84558E-01    2.99643E-01    7.51961E-01    3.98482E-01    3.90197E-01    4.75462E+00    1.92202E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08369E-01    7.82177E-02    2.69372E-01    1.81936E-01    2.73486E-01    7.64706E-01    3.57635E-01    3.84653E-01    4.75462E+00    1.92202E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08685E-01    8.57630E-02    2.50333E-01    1.99487E-01    3.06300E-01    7.00000E-01    4.37571E-01    4.21408E-01    4.75066E+00    1.92042E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.08685E-01    7.86812E-02    2.72301E-01    1.83014E-01    2.68831E-01    7.61765E-01    3.52905E-01    3.86610E-01    4.75066E+00    1.92042E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.09001E-01    8.02489E-02    2.49001E-01    1.86661E-01    3.08957E-01    7.44118E-01    4.15199E-01    3.93986E-01    4.74672E+00    1.91882E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.09001E-01    7.99235E-02    2.51666E-01    1.85904E-01    3.04405E-01    7.48039E-01    4.06937E-01    3.92388E-01    4.74672E+00    1.91882E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.09318E-01    7.97154E-02    2.68368E-01    1.85420E-01    2.76226E-01    7.54902E-01    3.65910E-01    3.91042E-01    4.74278E+00    1.91723E+00
    1.50000E+00    1.10000E+06    1.09043E+08    2.32602E+00    1.09634E-01    7.84574E-02    2.62555E-01    1.82493E-01    2.86520E-01    7.65686E-01    3.74200E-01    3.84554E-01    4.73887E+00    1.91565E+00
